>>> repeatability probe start 2026-08-17 05:35:53
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
2026-08-17 06:21:23,899 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:21:23,900 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:21:23,900 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:21:23,905 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:21:23,908 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:21:23,908 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:21:23,911 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:21:23,911 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:21:23,911 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:21:23,912 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:21:23,912 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:21:23,913 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:21:23,914 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:21:23,914 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:21:23,917 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:21:23,917 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:21:23,917 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:21:23,919 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:21:23,919 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:21:23,922 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:21:23,922 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:21:23,922 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:21:23,922 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:21:23,922 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:21:23,922 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:21:23,923 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:21:23,924 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:21:23,924 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:21:23,925 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:21:23,926 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:21:23,928 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:21:23,928 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:21:23,928 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:21:23,929 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:21:23,930 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:21:23,930 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:21:23,933 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:21:23,933 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:21:23,933 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:21:23,933 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:21:23,933 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:21:23,937 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:21:23,937 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:21:23,939 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:21:23,939 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:21:23,940 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:21:23,944 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:21:23,944 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:21:23,944 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:21:23,952 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:21:27,827 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:27,832 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_e5145746-d043-4ec2-aee3-97b5c87c2e20.json (1 events)
2026-08-17 06:21:27,857 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:27,865 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_b333b598-9843-4149-9886-1fa6718ca759.json (1 events)
2026-08-17 06:21:27,872 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:27,878 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_6119f248-deb6-4331-89a7-b05226c92404.json (1 events)
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
[KR2 27b MCP s1] done  calls=47 tok=2849688/51893 878.9s
/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/run_blind.py:598: ResourceWarning: unclosed file <_io.TextIOWrapper name='/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/runs/KR2_27b_MCP_seed1/work/trajectory_live.txt' mode='a' encoding='utf-8'>
  run_one(pid, a.model, cond, a.seed, a.timeout)
ResourceWarning: Enable tracemalloc to get the object allocation traceback
/home/alexander/.local/share/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/asyncio/selector_events.py:879: ResourceWarning: unclosed transport <_SelectorSocketTransport fd=8>
<<< KR2 done 2026-08-17 06:21:37
2026-08-17 06:21:50,406 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:50,414 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_cbc07ecf-fdfc-4ff0-923d-38f7dccd9934.json (1 events)
2026-08-17 06:21:59,829 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:21:59,830 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:21:59,831 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:21:59,831 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:21:59,833 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:21:59,835 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:21:59,835 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:21:59,835 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:21:59,836 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:21:59,837 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:21:59,837 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:21:59,839 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:21:59,840 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:21:59,840 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:21:59,842 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:21:59,842 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:21:59,844 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:21:59,844 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:21:59,844 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:21:59,845 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:21:59,846 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:21:59,846 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:21:59,848 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:21:59,848 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:21:59,851 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:21:59,851 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:21:59,851 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:21:59,851 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:21:59,851 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:21:59,856 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:21:59,856 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:21:59,856 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:21:59,859 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:21:59,864 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:21:59,898 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:59,905 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:21:59,906 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_85f5beb0-e52d-40f6-8137-395cf3c8348d.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
2026-08-17 06:22:39,206 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:22:39,207 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:22:39,208 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:22:39,208 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:22:39,212 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:22:39,212 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:22:39,214 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:22:39,214 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:22:39,214 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:22:39,214 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:22:39,215 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:22:39,217 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:22:39,217 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:22:39,218 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:22:39,221 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:22:39,221 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:22:39,221 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:22:39,221 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:22:39,221 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:22:39,222 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:22:39,223 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:22:39,223 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:22:39,223 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:22:39,223 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:22:39,223 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:22:39,223 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:22:39,227 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:22:39,227 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:22:39,227 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:22:39,228 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:22:39,228 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:22:39,228 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:22:39,229 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:22:39,229 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:22:39,230 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:22:39,230 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:22:39,232 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:22:39,232 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:22:39,235 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:22:39,235 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:22:39,235 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:22:39,236 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:22:39,236 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:22:39,236 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:22:39,238 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:22:39,238 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:22:39,243 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:22:39,243 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:22:39,243 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:22:39,243 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:22:39,248 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:22:39,253 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:22:39,253 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_59d28dc6-1f0f-46f7-a6c5-8c52c6503abe.json (1 events)
2026-08-17 06:22:39,280 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:22:39,301 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:22:59,849 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:22:59,850 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:22:59,851 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:22:59,851 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:22:59,855 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:22:59,859 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:22:59,859 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:22:59,862 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:22:59,862 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:22:59,866 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:22:59,866 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:22:59,868 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:22:59,868 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:22:59,873 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:22:59,873 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:22:59,873 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:22:59,881 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:23:03,397 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:23:03,403 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_837d704e-4977-459c-b1f8-2d4853175e0a.json (1 events)
2026-08-17 06:23:30,072 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:23:30,073 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:23:30,074 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:23:30,074 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:23:30,078 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:23:30,080 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:23:30,080 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:23:30,081 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:23:30,082 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:23:30,082 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:23:30,083 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:23:30,083 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:23:30,083 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:23:30,087 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:23:30,087 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:23:30,087 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:23:30,089 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:23:30,089 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:23:30,089 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:23:30,089 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:23:30,092 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
